interior,ttr,servicios,materiales,monto,zona,bu
0,1.47,1,1,1.23,14,BUC
0,1.08,1,1,8.77,4,BUC
0,2.25,1,1,3.3,10,BUC
0,3.73,1,115,99.88,10,CORE
0,2.31,4,123,250.74,8,TIGO STAR
0,3.37,1,79,17.46,12,BUC
0,2.3,1,126,109.982,18,BUC
0,2.03,1,110,92.64,9,BUC
0,1.9,4,1,6.38,13,CORE
0,1.92,9,105,128.856,4,BUC
0,4.17,3,1,15.69,4,TIGO STAR
0,3.25,1,9,225.79,8,TIGO STAR
0,1.22,1,2,11.53,4,BUC
0,1.42,1,1,3.3,13,BUC
0,1.41,1,5,42,13,BUC
0,1.27,1,1,8.77,13,BUC
0,1.47,1,192,170.756,3,TIGO STAR
0,1.98,1,48,3.3600000000000003,10,BUC
0,2.01,1,2,6.34,10,BUC
0,3.62,1,1,2.7600000000000002,13,BUC
0,3.02,2,125,138.90200000000002,18,CORE
0,1.63,1,107,129.784,11,BUC
0,2.69,1,1,4.119999999999999,4,BUC
0,0.72,1,1,3.3,10,BUC
0,0.9,1,62,16.27,11,BUC
0,2.9,1,72,92.96000000000001,4,TIGO STAR
0,6.22,1,1,10.860000000000001,3,CORE
0,3.5,8,5,212.51,18,CORE
0,2.58,1,72,92.96000000000001,4,TIGO STAR
0,1.08,1,92,15.9,12,BUC
0,4.52,2,180,495.63,8,TIGO STAR
0,5.14,1,103,129.46,10,CORE
0,0.87,1,63,19.57,13,BUC
0,2.13,1,15,1.05,7,BUC
0,2.27,1,90,43.098,3,BUC
0,2.97,19,1,149.75,11,CORE
0,2.42,1,61,113.198,12,BUC
0,2.74,1,58,66.98,7,CORE
0,1.9,1,1,3.3,13,BUC
0,3.91,1,172,88.58000000000001,8,BUC
0,0.87,1,1,3.3,13,BUC
0,2.73,1,161,83.454,8,BUC
0,1.67,1,120,137.348,6,BUC
0,1.75,2,138,207.13,18,TIGO STAR
0,1.18,1,91,10.36,14,BUC
0,1.17,1,1,3.3,13,BUC
0,1.67,1,1,3.3,13,BUC
0,2.47,9,76,52.632000000000005,12,CORE
0,1.43,1,81,117.138,1,BUC
0,2.57,1,72,22.439999999999998,11,BUC
0,2.7,1,90,6.300000000000001,5,BUC
0,1.33,1,25,6.75,13,BUC
0,2.33,1,90,81.828,12,BUC
0,4.6,6,1044,149.64000000000001,15,BUC
0,2.26,1,1,4.119999999999999,7,BUC
0,1.02,1,1,3.3,4,BUC
0,1.08,1,1,8.77,11,BUC
0,3.63,1,6,204.2,10,BUC
0,1.73,1,1,8.77,6,BUC
0,4.5,1,1,4.119999999999999,13,BUC
0,1.37,1,91,23.77,15,BUC
0,3.45,2,161,437.03,12,CORE
0,2.58,1,95,84.914,2,BUC
0,1.4,1,1,0.45,4,BUC
0,2.63,1,6,2.7,14,BUC
0,2.72,1,96,123.148,17,CORE
0,1.53,1,1,7.05,5,BUC
0,2.84,1,216,116.06000000000002,2,BUC
0,1.17,1,1,3.3,12,BUC
0,2.17,1,4,7.809999999999999,4,BUC
0,1.54,1,1,2.7600000000000002,17,CORE
0,1.8,1,1,39,8,BUC
0,1.57,1,4,0.1,21,BUC
0,1.54,1,209,108.79,21,BUC
0,3.53,3,222,101.65400000000001,9,CORE
0,4.17,1,104,17.12,6,BUC
0,1.46,1,1,39,6,TIGO STAR
0,2.69,2,185,279.33000000000004,2,BUC
0,1.85,1,1,39,13,CORE
0,1.39,1,3,3.3499999999999996,8,BUC
0,4.07,1,6,217.55,11,TIGO STAR
0,1.67,1,124,153.64,1,BUC
0,2.42,7,142,561.4,8,TIGO STAR
0,1.17,1,128,140.294,5,CORE
0,3.67,1,182,514.58,24,CORE
0,0.79,1,15,1.05,10,BUC
0,0.93,1,134,95.244,1,BUC
0,0.87,1,5,8.87,17,BUC
0,1.17,1,88,43.896,2,TIGO STAR
0,1.83,1,155,73.452,12,BUC
0,7.62,7,486,1188.776,21,CORE
0,2.31,1,60,4.2,11,BUC
0,1.38,1,1,3.3,10,BUC
0,1.03,1,1,3.3,9,BUC
0,1.55,1,135,19.73,12,BUC
0,0.72,1,4,0.1,13,BUC
0,0.93,1,5,8.87,11,BUC
0,1.05,15,1,0.025,1,BUC
0,1.43,1,1,3.3,7,BUC
0,2.57,1,1,6.38,12,CORE
0,2.76,1,2,0.05,1,BUC
0,3.53,7,418,1035.15,11,TIGO STAR
0,4.95,5,5,212.51,12,CORE
0,2.92,1,212,189.552,13,BUC
0,1.62,1,15,1.05,15,BUC
0,4.02,21,289,1082.51,18,TIGO STAR
0,1.85,1,2,6.6,8,BUC
0,1.71,1,189,91.30199999999999,8,BUC
0,1.32,1,6,10.74,15,BUC
0,2.03,2,1,2.7600000000000002,7,CORE
0,2.9,1,241,20.290000000000003,13,BUC
0,1.07,1,2,0.9,13,BUC
0,1.32,1,84,91.05000000000001,11,BUC
0,1.39,1,129,102.11,11,BUC
0,2.87,1,80,117.256,6,BUC
0,4.3,2,115,536.505,12,CORE
0,3.5,1,1,6.38,6,BUC
0,2.77,1,103,11.200000000000001,10,BUC
0,0.75,1,1,6.38,12,CORE
0,0.8,1,5,0.125,13,BUC
0,2.5,1,89,52.2,7,BUC
0,1.82,4,7,222.59,7,TIGO STAR
0,4.08,4,284,1226.4,11,CORE
0,3.39,8,275,380.4200000000001,10,CORE
0,2.07,1,99,14.15,1,BUC
0,1.83,2,1,4.119999999999999,12,BUC
0,3.43,1,76,115.4,1,BUC
0,1.2,1,98,124.076,12,BUC
0,2.17,1,51,6.800000000000001,2,BUC
0,1.67,1,1,3.3,1,BUC
0,1.66,1,33,2.31,8,BUC
0,1.99,13,121,177,12,CORE
0,5.17,10,6805,12950.259999999998,10,CORE
0,2.92,2,164,607.532,16,BUC
0,3.57,1,251,42.870000000000005,10,BUC
0,3.25,1,1,39,13,BUC
0,1.44,1,6,8.895,3,BUC
0,2.76,1,84,131.118,18,CORE
0,2.05,1,1,1.23,1,BUC
0,2.54,1,1,1.23,1,BUC
0,1.87,1,119,35.27,10,BUC
0,1.08,2,2,13.489999999999998,1,BUC
0,2.81,1,6,2.56,10,BUC
0,4.83,1,100,86.468,11,BUC
0,2.33,10,353,501.8,8,CORE
0,3.97,1,1,39,10,CORE
0,1.91,1,55,22.41,10,BUC
0,1.53,1,7,3.1799999999999997,12,BUC
0,2.67,1,145,148.948,12,BUC
0,1.08,1,7,12.195,11,BUC
0,3.37,1,211,266.7,11,CORE
0,1.65,1,111,58.825,11,BUC
0,1.35,1,9,8.969999999999999,14,BUC
0,1.87,1,33,16.078,8,CORE
0,2.36,1,110,131.942,7,BUC
0,1.55,1,104,11.47,13,BUC
0,2.28,1,1,3.3,1,BUC
0,1.27,1,189,175.05,6,TIGO STAR
0,2.7,1,273,181.81,5,BUC
0,3.22,1,83,20.13,10,BUC
0,1.67,1,114,18.51,9,BUC
0,1.39,1,58,15.72,11,BUC
0,1.9,1,5,0.125,15,BUC
0,1.03,1,5,8.87,1,BUC
0,1.76,1,5,5.1,14,BUC
0,1.97,1,74,109.766,2,BUC
0,2.32,1,24,13.34,11,BUC
0,1.53,1,125,122.012,8,BUC
0,1.17,1,114,145.804,11,BUC
0,2.5,1,109,131.468,7,BUC
0,1.25,1,103,99.866,11,BUC
0,1.02,1,85,28.13,13,BUC
0,1.47,1,5,8.87,16,BUC
0,2.4,2,139,177.382,18,TIGO STAR
0,3.76,2,110,71.98,14,BUC
0,1.79,4,4,0.1,17,BUC
0,1.32,1,5,8.87,11,BUC
0,0.93,2,110,132.126,1,BUC
0,1.08,1,6,11.91,11,BUC
0,2.46,1,5,8.87,15,BUC
0,4.82,1,54,116.432,10,BUC
0,1.58,1,7,12.195,4,BUC
0,1.21,1,41,20.29,13,BUC
0,3.13,4,6,0.15000000000000002,10,BUC
0,2.17,4,141,183.64,16,TIGO STAR
0,1.34,1,68,37.8,15,BUC
0,3.27,4,2,0.05,8,CORE
0,1.09,1,32,17.16,11,BUC
0,2.43,1,44,100.552,12,BUC
0,2.61,1,85,137.268,11,BUC
0,2.09,1,20,1.4000000000000001,9,BUC
0,0.98,1,3,3.3499999999999996,11,BUC
0,2.03,1,74,127.244,9,BUC
0,1.83,1,3,41.46,4,CORE
0,1.01,1,7,8.92,4,BUC
0,0.7,1,18,27.06,4,BUC
0,1.54,1,7,12.620000000000001,12,BUC
0,2.96,4,167,580.8000000000001,8,TIGO STAR
0,2.17,1,100,149.01,17,TIGO STAR
0,2.74,1,97,17.18,9,BUC
0,1.05,1,5,8.87,7,BUC
0,1.1,1,1,3.3,15,BUC
0,1.07,1,3,0.07500000000000001,12,BUC
0,1.89,1,12,17.79,13,BUC
0,2.32,1,134,29.46,8,BUC
0,1.7,1,1,3.3,15,BUC
0,1.11,1,1,8.77,9,BUC
0,3.03,1,147,164.312,11,BUC
0,0.67,1,1,3.3,15,BUC
0,3.38,1,1,39,12,CORE
0,2.39,5,353,947.9300000000001,13,CORE
0,2.9,1,241,41.54,3,BUC
0,1.92,1,114,459.02000000000004,10,BUC
0,3.82,1,115,132.73,7,BUC
0,1.03,1,2,8.795,16,BUC
0,2.55,2,185,488.71000000000004,8,TIGO STAR
0,4.47,1,64,68.886,10,BUC
0,1.48,1,57,15.695,14,BUC
0,1.02,1,119,22.09,10,BUC
0,0.95,1,13,9.92,13,BUC
0,2.33,1,133,26.96,2,BUC
0,3.39,1,162,22.91,2,BUC
0,2.14,1,146,29.54,4,BUC
0,0.92,1,73,115.54,8,BUC
0,1.98,1,95,18.78,7,BUC
0,1.6,1,5,8.87,9,BUC
0,2.67,1,47,58.476,10,ONE NETWORK
0,1.33,1,3,43.88,2,BUC
0,0.84,1,1,3.65,9,BUC
0,3.21,16,180,606.72,4,TIGO STAR
0,1.31,1,118,108.89,10,TIGO STAR
0,4.71,5,221,697.45,1,CORE
0,2.73,1,118,133.356,7,BUC
0,3.3,1,78,32.671,2,BUC
0,1.02,1,6,8.895,1,BUC
0,0.96,1,1,3.3,10,BUC
0,2.82,1,85,111.4,2,TIGO STAR
0,1.32,1,8,8.945,12,BUC
0,1.54,1,28,19.09,14,BUC
0,1.06,1,2,51.47,7,BUC
0,1.5,1,1,39,1,TIGO STAR
0,3.24,1,175,161.336,17,BUC
0,5.68,5,261,131.594,9,BUC
0,3.62,4,199,176.92000000000002,2,CORE
0,2.47,5,154,671.46,13,TIGO STAR
0,0.72,1,1,3.3,9,BUC
0,1.37,1,11,12.035,13,BUC
0,1.82,1,8,12.219999999999999,9,BUC
0,1.33,1,1,1.23,8,BUC
0,0.8,1,7,8.92,10,BUC
0,0.75,1,48,20.31,14,BUC
0,1.84,1,2.11,1.4217000000000002,9,ONE NETWORK
0,1.13,1,52,20.59,4,BUC
0,5.99,2,70.22,295.0974,1,CORE
0,2.64,4,6,251.51,1,CORE
0,0.93,1,7,8.92,10,BUC
0,3.09,1,88.11,82.9257,4,BUC
0,1.45,1,2,2.46,11,BUC
0,1.6,1,1,3.3,7,BUC
0,1.19,1,217.22,146.5634,9,BUC
0,4.21,5,8,278.17,7,CORE
0,1.95,1,95.11,146.8677,2,BUC
0,1.1,1,3,59.870000000000005,12,BUC
0,2.66,1,1,39,15,CORE
0,3.96,1,69,31.785,2,BUC
0,0.93,1,48,20.58,9,BUC
0,0.95,1,1,3.3,8,BUC
0,3.23,1,133.22,107.47540000000001,12,BUC
0,1.51,1,47,20.24,12,BUC
0,0.74,1,3,8.82,12,BUC
0,1.84,1,3,3.82,4,BUC
0,2.11,1,6,12.17,1,BUC
0,1.31,3,201.11,148.7037,14,CORE
0,1.35,1,1,3.3,13,BUC
0,3.82,2,2.05,0.6735000000000001,7,BUC
0,2.51,1,97,123.224,1,BUC
0,3.17,1,73.11,114.61370000000001,2,BUC
0,1.7,15,2.05,7.2235,11,BUC
0,3.17,1,5,8.87,9,BUC
0,0.74,1,5,8.87,15,BUC
0,1.39,1,5,8.87,9,BUC
0,1.6,1,5,8.87,1,BUC
0,3.62,1,2.05,43.2735,1,BUC
0,2.6,1,65.22,70.5614,18,BUC
0,1.08,1,4,0.1,6,BUC
0,0.62,1,4,0.1,9,BUC
0,3.47,1,130,103.116,14,BUC
0,1.6,1,8,27.290000000000003,18,BUC
0,1.12,1,1,3.3,10,BUC
0,2.45,1,27,13.82,6,BUC
0,1.3,1,58,105.894,9,BUC
0,2.99,1,106,187.244,2,BUC
0,1.73,1,94,84.992,12,BUC
0,2.76,15,212,507.11,19,TIGO STAR
0,2.04,1,54,12.12,9,BUC
0,0.74,1,5,8.87,11,BUC
0,1.76,1,18,32.6,2,BUC
0,1.66,1,170,137.76000000000002,11,CORE
0,2.49,1,322.11,276.7337,7,BUC
0,4.11,1,7,8.92,3,BUC
0,2.72,1,72.22,76.1074,12,BUC
0,2.67,1,1,3.13,8,BUC
0,2.28,1,150,127.19200000000001,11,CORE
0,1.14,1,1,8.77,10,BUC
0,4.51,1,51,29.31,12,BUC
0,1.42,1,4,0.1,9,BUC
0,2.42,1,8,6.275,11,BUC
0,1.77,1,4,0.1,12,BUC
0,0.87,1,5,8.87,17,BUC
0,2.18,1,7,8.92,12,BUC
0,0.76,1,5,8.87,17,BUC
0,1.64,1,40,14.549999999999999,13,BUC
0,8.27,1,292,835.81,7,CORE
0,3.83,1,135.44,70.3128,13,CORE
0,1.4,1,3,8.82,12,BUC
0,0.62,1,1,3.3,13,BUC
0,2.38,1,50,20.36,12,BUC
0,2.33,2,5.22,4.0734,12,BUC
0,1.11,1,5,8.87,12,BUC
0,2.42,1,49,15.315,11,BUC
0,1.67,1,2.33,4.1651,10,BUC
0,0.95,1,1,3.3,5,BUC
0,1.27,1,5,8.87,11,BUC
0,3,1,38,17.64,1,BUC
0,1.03,1,6,6.4399999999999995,1,BUC
0,2.45,1,222,106.072,17,TIGO STAR
0,0.72,1,6,0.15000000000000002,2,BUC
0,0.8,1,6,8.895,13,BUC
0,1.35,1,104,26.51,9,BUC
0,2.77,1,0.22,2.7434000000000003,4,BUC
0,1.6,1,5,8.87,12,BUC
0,1.49,1,143,68.65,10,TIGO STAR
0,3.46,1,169,79.948,6,CORE
0,3.43,1,136.22,65.84740000000001,2,BUC
0,3.5,1,65.44,55.6308,11,BUC
0,1.16,1,1,8.77,9,BUC
0,3.61,1,159,509.35,8,TIGO STAR
0,3.35,1,108,106.938,18,CORE
0,1.12,1,3,3.6999999999999997,9,BUC
0,1.15,1,90,43.292,4,CORE
0,1.25,1,7.11,64.6717,7,BUC
0,3.47,1,1,8.77,10,BUC
0,2.77,1,103,303.89,7,TIGO STAR
0,0.8,1,2,3.75,4,BUC
0,1.29,1,50,3.5000000000000004,9,BUC
0,5.89,3,3,70.38,5,TIGO STAR
0,1.88,1,105,19.815,3,BUC
0,2.22,1,0.11,1.3717000000000001,10,CORE
0,2.01,1,2,0.05,12,BUC
0,1.04,1,32,19.64,12,BUC
0,2.71,1,60,15.95,13,BUC
0,2.58,1,150,22.07,6,BUC
0,1.95,1,11.22,61.2734,6,CORE
0,1.87,1,37,18.15,12,BUC
0,3.6,1,1,8.77,4,BUC
0,0.84,1,7,9.77,10,BUC
0,14.07,54,914,4190.66,9,CORE
0,1.97,1,73,22.82,9,BUC
0,1.52,2,2,12.76,12,BUC
0,1.4,1,64,19.2,9,BUC
0,1.72,1,25,18.79,10,BUC
0,1.89,1,28,19.36,11,BUC
0,0.76,1,1,8.77,13,BUC
0,1.29,2,1,1.23,18,BUC
0,0.92,1,79,22.57,15,BUC
0,3.26,1,8.33,9.1351,12,BUC
0,1.46,1,2.11,40.6417,10,BUC
0,2.09,1,4.22,20.2034,17,BUC
0,3.1,1,132.22,82.2814,9,BUC
0,1.33,1,4,13.36,16,BUC
0,1.18,1,5,18.61,1,BUC
0,1.08,1,101,15.77,1,BUC
0,2.58,1,142.22,73.3494,17,BUC
0,1.5,1,46,20.619999999999997,12,BUC
0,1.76,1,1,1.23,4,BUC
0,2.43,2,116.44,122.5788,18,BUC
0,1.06,1,1,8.77,1,BUC
0,3.41,1,49,20.83,4,BUC
0,1.04,1,1,3.3,4,BUC
0,1.42,1,23,217.37,1,CORE
0,3.71,11,7,243.89,9,TIGO STAR
0,1.66,1,75,18.05,13,BUC
0,1.59,1,11,18.12,4,BUC
0,0.73,1,3,8.82,14,BUC
0,1.63,1,1,3.3,12,BUC
0,1.48,1,4,8.844999999999999,10,BUC
0,1.68,1,5,9.719999999999999,12,BUC
0,2.9,1,260,267.496,18,CORE
0,2.77,1,1,3.3,4,BUC
0,1.51,1,5,0.125,12,BUC
0,2.96,1,1,3.3,7,BUC
0,2.91,1,148,23.075,9,BUC
0,2.29,1,72,13.200000000000001,12,BUC
0,1.27,1,63,22.3,10,BUC
0,5.85,1,150,320.544,7,BUC
0,6.71,31,765,3158.078,10,CORE
0,7.37,1,66,21.75,12,BUC
0,3.34,1,3,21.23,10,BUC
0,2.84,1,48,15.29,12,BUC
0,4.66,1,166,219.228,10,BUC
0,0.9,1,3,8.82,14,BUC
0,0.75,1,4,19.189999999999998,11,BUC
0,1.5,1,3,8.82,9,BUC
0,2.46,1,81,22.89,9,BUC
0,1.33,1,6,17.64,9,BUC
0,2.45,1,86,69.64,12,TIGO STAR
0,1.57,1,142,208.036,12,BUC
0,2.59,1,3,8.82,3,BUC
0,2.8,1,81,30.89,10,BUC
0,0.6,1,1,3.3,21,BUC
0,2.85,1,122,20.29,1,BUC
0,2.87,1,78,17.3,6,BUC
0,3.6,1,121,191.758,10,ONE NETWORK
0,4.65,1,104,104.316,10,CORE
0,1.35,2,28,13.799999999999999,10,BUC
0,1.95,1,124,60.978,4,BUC
0,2.21,1,48,7.465,15,BUC
0,1.54,2,56,15.76,12,BUC
0,2.09,1,3,8.82,1,BUC
0,2.12,1,85,133.638,12,BUC
0,1.04,1,1,8.77,9,BUC
0,0.87,1,1,3.3,9,BUC
0,1.97,1,127,26.02,9,BUC
0,1.68,1,3,8.82,4,BUC
0,2.85,1,96,77.672,12,BUC
0,1.63,1,131,26.53,1,BUC
0,3.93,1,8,139.83,7,BUC
0,3.74,1,73,104.576,9,ONE NETWORK
0,2.48,1,5,8.87,16,BUC
0,12.77,1,128,20.8,9,BUC
0,2,1,109,83.316,9,BUC
0,4.32,1,3,8.82,9,BUC
0,1.43,1,4,12.12,4,BUC
0,1.65,1,1,8.77,13,BUC
0,4.13,1,226,452.788,1,BUC
0,2.61,1,77,25.97,1,BUC
0,3.02,1,226,130.81400000000002,10,BUC
0,2.38,1,56,23.419999999999998,5,BUC
0,0.81,1,56,21.14,7,BUC
0,1.01,1,104,21.22,12,BUC
0,1.5,1,178,414.68,5,BUC
0,2.34,1,207,440.51,3,BUC
0,1.3,18,123,280.59,5,BUC
0,2.18,1,5,9.719999999999999,10,BUC
0,1.13,1,1,3.3,10,BUC
0,2.88,1,143,84.642,12,BUC
0,1.55,1,108,32.96,13,BUC
0,2.18,1,48,27.775,16,BUC
0,0.87,1,124,38.22,13,BUC
0,1.64,1,50,23.68,2,BUC
0,0.71,1,112,32.97,13,BUC
0,2.81,1,141,95.696,9,BUC
0,0.64,1,81,22.89,16,BUC
0,1.25,1,1,3.4299999999999997,10,BUC
0,2.01,1,29,13.87,4,BUC
0,2.27,1,65,16.39,4,BUC
0,0.72,1,4,8.844999999999999,4,BUC
0,0.67,1,1,3.3,6,BUC
0,2.52,2,138,217.91400000000002,16,BUC
0,2,1,90,30.669999999999998,21,BUC
0,1.24,1,2,6.34,13,BUC
0,1.08,1,5,17.05,9,BUC
0,3.58,1,95,218.108,18,BUC
0,1.97,1,1,3.3,10,BUC
0,0.69,1,122,59.672000000000004,15,TIGO STAR
0,0.97,1,1,3.4299999999999997,2,BUC
0,2.17,1,96,26.04,10,BUC
0,0.62,1,4,8.28,15,BUC
0,0.73,1,1,8.77,4,BUC
0,2.05,1,221,83.72,1,BUC
0,1.23,1,4,4.4399999999999995,8,BUC
0,2.02,1,2,17.54,7,BUC
0,2.28,1,87,62.812,10,BUC
0,1.87,1,2,12.07,1,BUC
0,0.86,1,1,8.77,14,BUC
0,1.17,1,1,3.3,11,BUC
0,1.42,1,178,139.466,25,CORE
0,2.09,1,57,21.075,10,BUC
0,3.45,1,4,12.12,16,BUC
0,2.16,1,1,8.77,7,BUC
0,1.26,1,22,18.939999999999998,4,BUC
0,1.35,1,7,21.07,10,BUC
0,1.26,1,3,8.82,1,BUC
0,2.34,1,1,8.77,12,BUC
0,1.61,1,1,8.77,12,ONE NETWORK
0,3.24,3,384,991.96,14,CORE
0,1.5,1,59,21.53,11,BUC
0,3.37,1,38,19.79,10,BUC
0,2.29,1,1,8.77,12,BUC
0,0.89,1,7,16.25,9,BUC
0,2.14,1,117,20.12,10,BUC
0,2.48,1,107,19.42,10,BUC
0,3.37,1,117,22.4,10,BUC
0,4.1,1,9,256.18,4,CORE
0,0.6,1,1,0.45,10,BUC
0,1.28,1,1,3.3,1,BUC
0,2.58,1,119,325.746,8,BUC
0,2.06,1,153,106.04,11,BUC
0,3.07,1,114,134.564,7,BUC
0,1.01,1,2,11.809999999999999,5,BUC
0,4.76,1,7,155.24,4,BUC
0,1.76,1,3,8.82,6,BUC
0,3.94,1,1,1.23,18,BUC
0,4.51,1,140,264.45,9,CORE
0,2.6,1,66,32.156,10,BUC
0,1.97,1,1,3.3,1,BUC
0,2.65,1,1,3.3,1,BUC
0,2.99,1,20,18.439999999999998,7,BUC
0,1.37,1,90,23.52,5,BUC
0,2.18,1,119,21.22,7,BUC
0,3.4,2,4,132.69,2,TIGO STAR
0,3.39,1,3,181.13,6,CORE
0,0.87,1,12,13.75,7,BUC
0,1.7,1,75,7.86,14,BUC
0,2.09,1,74,5,14,BUC
0,1.22,1,2,5.960000000000001,1,BUC
0,1.88,1,2,12.2,14,BUC
0,2.27,2,127,468.32,13,TIGO STAR
0,1.33,1,65,30.926000000000002,9,ONE NETWORK
0,1.84,2,6,30.240000000000002,6,TIGO STAR
0,1.04,1,1,8.77,7,BUC
0,2.96,1,51,40.422000000000004,12,BUC
0,2.72,1,5,4.45,10,BUC
0,1.64,1,67,24.88,10,BUC
0,1.38,1,101,162.95000000000002,10,BUC
0,7.53,1,116,382.4,3,BUC
0,2.48,1,7,5.44,11,BUC
0,5.07,1,2,15.89,12,CORE
0,1.95,1,12,5.6850000000000005,4,BUC
0,2.2,10,150,305.69,13,BUC
0,2.5,1,179,198.20000000000002,18,TIGO STAR
0,1.68,1,5,3.1699999999999995,1,BUC
0,1.07,1,143,506.17,10,BUC
0,1.09,1,14,12.709999999999999,6,BUC
0,0.68,1,1,3.3,10,BUC
0,0.69,1,5,3.51,9,BUC
0,4.85,1,195,109.72,4,BUC
0,1.8,1,9,12.61,7,BUC
0,0.69,1,13,12.95,4,BUC
0,1.95,1,6,7.75,7,BUC
0,1.74,1,69,22.72,7,BUC
0,1.71,1,12,20.785,9,BUC
0,1.23,1,6,146.39,5,BUC
0,0.84,1,10,4.135,13,BUC
0,1.78,1,5,8.87,15,BUC
0,2.1,1,9,13.29,14,BUC
0,2.25,1,14,19.529999999999998,16,BUC
0,2.39,1,5,3.4699999999999998,17,BUC
0,1.84,1,92,18.28,12,BUC
0,5,3,121,378.77,10,CORE
0,1.01,1,13,5.13,12,BUC
0,2.17,1,118,19.86,16,BUC
0,1.36,1,1,3.03,12,BUC
0,0.8,1,2,6.34,13,BUC
0,1.27,1,7,3.16,12,BUC
0,2.53,1,6,7.64,12,BUC
0,1.12,1,11,4.28,12,BUC
0,2.3,1,71,71.38,6,CORE
0,1.4,1,11,169.51,9,BUC
0,2,1,7,3.8099999999999996,7,BUC
0,1.14,1,9,3.32,12,BUC
0,5.03,7,136,301.63,9,CORE
0,6.14,2,138,449.84,24,CORE
0,2.12,1,9,4.07,9,BUC
0,1.98,1,4,3.23,4,BUC
0,2.04,1,9,24.3,10,BUC
0,3.6,1,9,12.42,12,BUC
0,1.39,1,184,430.914,1,BUC
0,0.78,1,5,6.72,1,BUC
0,1.48,1,10,14.02,12,BUC
0,0.71,1,12,6.39,1,BUC
0,0.99,1,8,4.51,12,BUC
0,0.71,1,8,12.45,4,BUC
0,2.85,1,52,26.68,9,BUC
0,2.3,1,62,24.009999999999998,13,BUC
0,2.75,1,6,12.65,24,BUC
0,1.96,1,213,32.13,1,BUC
0,2.93,1,144,409.36400000000003,8,BUC
0,2.45,1,60,359.648,14,BUC
0,1.17,1,6,8.01,14,BUC
0,2.58,1,144,59.48,12,BUC
0,2.01,1,1,3.3,12,BUC
0,1.33,1,2,9.46,4,BUC
0,1.52,1,1,3.13,4,BUC
0,1.21,1,5,3.12,4,BUC
0,0.92,1,103,28.415,12,BUC
0,1.03,1,3,8.82,9,BUC
0,1.1,1,5,4.45,9,BUC
0,1.34,1,5,3.12,12,BUC
0,2.59,1,189,261.554,9,BUC
0,1.06,1,8,22.27,10,BUC
0,0.87,1,106,22.23,14,BUC
0,1.04,1,4,7.71,12,BUC
0,1.2,1,3,4.41,11,BUC
0,2.38,5,40,34.552,9,BUC
0,2.38,1,5,3.9899999999999998,8,BUC
0,1.27,1,5,3.51,9,BUC
0,2.27,1,65,21.59,9,BUC
0,0.82,1,5,4.45,7,BUC
0,1.17,1,104,283.336,9,ONE NETWORK
0,1.1,1,5,3.38,4,BUC
0,2.02,1,56,25.3,12,BUC
0,2.01,1,9,5.61,9,BUC
0,1.32,1,12,6.54,15,BUC
0,0.66,1,5,3.9899999999999998,13,BUC
0,1.3,1,15,4.58,14,BUC
0,2.42,1,120,231.221,9,BUC
0,1.29,1,123,20.54,6,BUC
0,1.62,17,5,212.51,18,CORE
0,1.17,1,1,1.23,7,BUC
0,0.79,2,2,7.3,13,CORE
0,2.38,1,90,226.232,1,BUC
0,0.82,1,6,3.7899999999999996,9,BUC
0,1.09,1,6,6.68,7,BUC
0,1.25,1,1,3.3,7,BUC
0,0.73,1,8,8.945,11,BUC
0,1.52,1,214,470.47,15,BUC
0,0.93,1,31,3.63,15,BUC
0,1.37,1,14,180.51,1,BUC
0,1.05,6,22,1015.48,17,CORE
0,1.57,1,42,23.599999999999998,10,BUC
0,1.99,1,9,4.59,10,ONE NETWORK
0,1.78,1,80,17.33,14,BUC
0,8.71,1,1,3.03,16,BUC
0,1.18,1,3,21.8,10,BUC
0,1.08,1,3,3.34,15,BUC
0,2.62,1,217,24.340000000000003,5,BUC
0,2.38,1,7,4.72,4,BUC
0,1.15,1,8,11.180000000000001,8,BUC
0,7.84,1,39,19.814999999999998,13,BUC
0,2.47,1,4,5.180000000000001,12,BUC
0,2.88,6,334,919.8000000000001,18,CORE
0,1.18,1,1,8.77,7,BUC
0,2.48,1,7,3.34,9,BUC
0,1.63,1,1,8.77,7,BUC
0,2.55,1,5,5.2700000000000005,4,BUC
0,1.39,1,9,4.945,12,BUC
0,1.95,1,34,23.78,9,BUC
0,1.46,1,233,310.788,14,BUC
0,2.85,1,2,2.46,3,CORE
0,1.16,1,74,46.185,9,BUC
0,5.03,1,7,6.4399999999999995,1,BUC
0,2.28,1,11,6.27,12,BUC
0,3.12,1,90,218.924,10,BUC
0,1.12,1,2,6.6,7,BUC
0,3.09,1,141,70.02,1,BUC
0,2.93,2,189,416.29200000000003,4,CORE
0,1.9,1,123,461,10,CORE
0,2.52,1,100,69.60000000000001,12,BUC
0,2.84,1,71,64.144,15,BUC
0,8.52,1,107,27.37,15,BUC
0,2.73,1,151,108.942,25,CORE
0,1.65,1,11,4.97,15,BUC
0,4.53,1,26,4.91,12,BUC
0,0.71,1,16,7.155,13,BUC
0,0.81,1,2,165.44,18,CORE
0,1.08,3,26,27.78,3,TIGO STAR
0,5.08,6,325,1854.07,15,CORE
0,1.77,1,127,410.47,12,ONE NETWORK
0,2.18,1,182,31.27,1,BUC
0,2.51,1,158,427.25,14,BUC
0,1.67,1,176,24.16,9,BUC
0,1.78,1,103,27.12,12,BUC
